Tanggal,Musim,Tahun,Bulan,holiday,weekday,weather,temp,humidity,windspeed,registered,count
9/3/2020,3,2020,September,hari biasa,Thursday,cerah berawan,0.709167,0.742083,0.206467,2419,4940
9/4/2020,3,2020,September,hari libur nasional,Friday,berkabut,0.673333,0.790417,0.212696,2115,3351
9/5/2020,3,2020,September,hari biasa,Saturday,hujan ringan atau salju,0.54,0.886957,0.343943,2506,2710
9/6/2020,3,2020,September,hari biasa,Sunday,hujan ringan atau salju,0.599167,0.917083,0.0970208,1878,1996
9/7/2020,3,2020,September,hari biasa,Monday,hujan ringan atau salju,0.633913,0.939565,0.192748,1689,1842
9/8/2020,3,2020,September,hari biasa,Tuesday,berkabut,0.65,0.897917,0.124379,3127,3544
9/9/2020,3,2020,September,hari biasa,Wednesday,cerah berawan,0.66,0.75375,0.153608,3595,5345
9/10/2020,3,2020,September,hari biasa,Thursday,cerah berawan,0.653333,0.71375,0.115054,3413,5046
9/11/2020,3,2020,September,hari biasa,Friday,cerah berawan,0.644348,0.692174,0.088913,4023,4713
9/12/2020,3,2020,September,hari biasa,Saturday,cerah berawan,0.650833,0.7125,0.141804,4062,4763
9/13/2020,3,2020,September,hari biasa,Sunday,cerah berawan,0.673333,0.697083,0.1673,4138,4785
9/14/2020,3,2020,September,hari biasa,Monday,berkabut,0.5775,0.709167,0.271146,3231,3659
9/15/2020,3,2020,September,hari biasa,Tuesday,berkabut,0.469167,0.590417,0.164183,4018,4760
9/16/2020,3,2020,September,hari biasa,Wednesday,berkabut,0.491667,0.718333,0.189675,3077,4511
9/17/2020,3,2020,September,hari biasa,Thursday,cerah berawan,0.5075,0.695,0.178483,2921,4274
9/18/2020,3,2020,September,hari biasa,Friday,berkabut,0.549167,0.69,0.151742,3848,4539
9/19/2020,3,2020,September,hari biasa,Saturday,berkabut,0.561667,0.88125,0.134954,3203,3641
9/20/2020,3,2020,September,hari biasa,Sunday,berkabut,0.595,0.9,0.0964042,3813,4352
9/21/2020,3,2020,September,hari biasa,Monday,berkabut,0.628333,0.902083,0.128125,4240,4795
9/22/2020,4,2020,September,hari biasa,Tuesday,berkabut,0.609167,0.9725,0.0783667,2137,2395
9/23/2020,4,2020,September,hari biasa,Wednesday,berkabut,0.606667,0.8625,0.0783833,3647,5423
9/24/2020,4,2020,September,hari biasa,Thursday,berkabut,0.634167,0.845,0.0503792,3466,5010
9/25/2020,4,2020,September,hari biasa,Friday,berkabut,0.649167,0.848333,0.1107,3946,4630
9/26/2020,4,2020,September,hari biasa,Saturday,berkabut,0.636667,0.885417,0.118171,3643,4120
9/27/2020,4,2020,September,hari biasa,Sunday,berkabut,0.635,0.84875,0.148629,3427,3907
9/28/2020,4,2020,September,hari biasa,Monday,cerah berawan,0.616667,0.699167,0.172883,4186,4839
9/29/2020,4,2020,September,hari biasa,Tuesday,cerah berawan,0.564167,0.6475,0.206475,4372,5202
9/30/2020,4,2020,September,hari biasa,Wednesday,berkabut,0.41,0.75375,0.292296,1949,2429
10/1/2020,4,2020,Oktober,hari biasa,Thursday,berkabut,0.356667,0.791667,0.222013,2302,2918
10/2/2020,4,2020,Oktober,hari biasa,Friday,berkabut,0.384167,0.760833,0.0833458,3240,3570
10/3/2020,4,2020,Oktober,hari biasa,Saturday,cerah berawan,0.484167,0.71,0.205854,3970,4456
10/4/2020,4,2020,Oktober,hari biasa,Sunday,cerah berawan,0.538333,0.647917,0.17725,4267,4826
10/5/2020,4,2020,Oktober,hari biasa,Monday,cerah berawan,0.494167,0.620833,0.134954,4126,4765
10/6/2020,4,2020,Oktober,hari biasa,Tuesday,cerah berawan,0.510833,0.684167,0.0223917,4036,4985
10/7/2020,4,2020,Oktober,hari biasa,Wednesday,cerah berawan,0.521667,0.70125,0.0454042,3174,5409
10/8/2020,4,2020,Oktober,hari biasa,Thursday,cerah berawan,0.540833,0.7275,0.06345,3114,5511
10/9/2020,4,2020,Oktober,hari libur nasional,Friday,cerah berawan,0.570833,0.73375,0.0423042,3603,5117
10/10/2020,4,2020,Oktober,hari biasa,Saturday,berkabut,0.566667,0.80875,0.143042,3896,4563
10/11/2020,4,2020,Oktober,hari biasa,Sunday,hujan ringan atau salju,0.543333,0.90625,0.24815,2199,2416
10/12/2020,4,2020,Oktober,hari biasa,Monday,berkabut,0.589167,0.896667,0.141787,2623,2913
10/13/2020,4,2020,Oktober,hari biasa,Tuesday,berkabut,0.550833,0.71625,0.223883,3115,3644
10/14/2020,4,2020,Oktober,hari biasa,Wednesday,cerah berawan,0.506667,0.483333,0.258083,3318,5217
10/15/2020,4,2020,Oktober,hari biasa,Thursday,cerah berawan,0.511667,0.486667,0.281717,3293,5041
10/16/2020,4,2020,Oktober,hari biasa,Friday,cerah berawan,0.534167,0.579583,0.175379,3857,4570
10/17/2020,4,2020,Oktober,hari biasa,Saturday,berkabut,0.5325,0.701667,0.110087,4111,4748
10/18/2020,4,2020,Oktober,hari biasa,Sunday,hujan ringan atau salju,0.541739,0.895217,0.243339,2170,2424
10/19/2020,4,2020,Oktober,hari biasa,Monday,cerah berawan,0.475833,0.63625,0.422275,3724,4195
10/20/2020,4,2020,Oktober,hari biasa,Tuesday,cerah berawan,0.4275,0.574167,0.221396,3628,4304
10/21/2020,4,2020,Oktober,hari biasa,Wednesday,cerah berawan,0.4225,0.629167,0.0926667,2809,4308
10/22/2020,4,2020,Oktober,hari biasa,Thursday,cerah berawan,0.421667,0.74125,0.0995125,2762,4381
10/23/2020,4,2020,Oktober,hari biasa,Friday,cerah berawan,0.463333,0.772083,0.118792,3488,4187
10/24/2020,4,2020,Oktober,hari biasa,Saturday,cerah berawan,0.471667,0.622917,0.166658,3992,4687
10/25/2020,4,2020,Oktober,hari biasa,Sunday,berkabut,0.484167,0.720417,0.148642,3490,3894
10/26/2020,4,2020,Oktober,hari biasa,Monday,berkabut,0.47,0.812917,0.197763,2419,2659
10/27/2020,4,2020,Oktober,hari biasa,Tuesday,berkabut,0.330833,0.585833,0.229479,3291,3747
10/28/2020,4,2020,Oktober,hari biasa,Wednesday,hujan ringan atau salju,0.254167,0.8825,0.351371,570,627
10/29/2020,4,2020,Oktober,hari biasa,Thursday,cerah berawan,0.319167,0.62375,0.176617,2446,3331
10/30/2020,4,2020,Oktober,hari biasa,Friday,cerah berawan,0.34,0.703333,0.10635,3307,3669
10/31/2020,4,2020,Oktober,hari biasa,Saturday,cerah berawan,0.400833,0.68375,0.135571,3658,4068
11/1/2020,4,2020,November,hari biasa,Sunday,cerah berawan,0.3775,0.71875,0.0820917,3816,4186
11/2/2020,4,2020,November,hari biasa,Monday,cerah berawan,0.408333,0.702083,0.136817,3656,3974
11/3/2020,4,2020,November,hari biasa,Tuesday,berkabut,0.403333,0.6225,0.271779,3576,4046
11/4/2020,4,2020,November,hari biasa,Wednesday,cerah berawan,0.326667,0.519167,0.189062,2770,3926
11/5/2020,4,2020,November,hari biasa,Thursday,cerah berawan,0.348333,0.734583,0.0920542,2697,3649
11/6/2020,4,2020,November,hari biasa,Friday,cerah berawan,0.395,0.75875,0.057225,3662,4035
11/7/2020,4,2020,November,hari biasa,Saturday,cerah berawan,0.408333,0.721667,0.0690375,3829,4205
11/8/2020,4,2020,November,hari biasa,Sunday,cerah berawan,0.4,0.758333,0.0621958,3804,4109
11/9/2020,4,2020,November,hari biasa,Monday,berkabut,0.38,0.813333,0.189067,2743,2933
11/10/2020,4,2020,November,hari libur nasional,Tuesday,cerah berawan,0.324167,0.44625,0.314675,2928,3368
11/11/2020,4,2020,November,hari biasa,Wednesday,cerah berawan,0.356667,0.552917,0.212062,2792,4067
11/12/2020,4,2020,November,hari biasa,Thursday,cerah berawan,0.440833,0.458333,0.281721,2713,3717
11/13/2020,4,2020,November,hari biasa,Friday,cerah berawan,0.53,0.587083,0.306596,3891,4486
11/14/2020,4,2020,November,hari biasa,Saturday,berkabut,0.53,0.68875,0.199633,3746,4195
11/15/2020,4,2020,November,hari biasa,Sunday,hujan ringan atau salju,0.456667,0.93,0.136829,1672,1817
11/16/2020,4,2020,November,hari biasa,Monday,berkabut,0.341667,0.575833,0.305362,2914,3053
11/17/2020,4,2020,November,hari biasa,Tuesday,cerah berawan,0.274167,0.41,0.168533,3147,3392
11/18/2020,4,2020,November,hari biasa,Wednesday,cerah berawan,0.329167,0.502083,0.224496,2720,3663
11/19/2020,4,2020,November,hari biasa,Thursday,berkabut,0.463333,0.684583,0.18595,2733,3520
11/20/2020,4,2020,November,hari biasa,Friday,hujan ringan atau salju,0.4475,0.91,0.138054,2545,2765
11/21/2020,4,2020,November,hari biasa,Saturday,hujan ringan atau salju,0.416667,0.9625,0.118792,1538,1607
11/22/2020,4,2020,November,hari biasa,Sunday,berkabut,0.440833,0.757917,0.335825,2454,2566
11/23/2020,4,2020,November,hari libur nasional,Monday,cerah berawan,0.373333,0.549167,0.167304,935,1495
11/24/2020,4,2020,November,hari biasa,Tuesday,cerah berawan,0.375,0.64375,0.0988958,1697,2792
11/25/2020,4,2020,November,hari biasa,Wednesday,cerah berawan,0.375833,0.681667,0.0684208,1819,3068
11/26/2020,4,2020,November,hari biasa,Thursday,cerah berawan,0.459167,0.698333,0.208954,2261,3071
11/27/2020,4,2020,November,hari biasa,Friday,cerah berawan,0.503478,0.743043,0.142122,3614,3867
11/28/2020,4,2020,November,hari biasa,Saturday,berkabut,0.458333,0.830833,0.258092,2818,2914
11/29/2020,4,2020,November,hari biasa,Sunday,cerah berawan,0.325,0.613333,0.271158,3425,3613
11/30/2020,4,2020,November,hari biasa,Monday,cerah berawan,0.3125,0.524583,0.220158,3545,3727
12/1/2020,4,2020,Desember,hari biasa,Tuesday,cerah berawan,0.314167,0.625833,0.100754,3672,3940
12/2/2020,4,2020,Desember,hari biasa,Wednesday,cerah berawan,0.299167,0.612917,0.0957833,2908,3614
12/3/2020,4,2020,Desember,hari biasa,Thursday,cerah berawan,0.330833,0.775833,0.0839583,2851,3485
12/4/2020,4,2020,Desember,hari biasa,Friday,berkabut,0.385833,0.827083,0.0622083,3578,3811
12/5/2020,4,2020,Desember,hari biasa,Saturday,hujan ringan atau salju,0.4625,0.949583,0.232583,2468,2594
12/6/2020,4,2020,Desember,hari biasa,Sunday,hujan ringan atau salju,0.41,0.970417,0.266175,655,705
12/7/2020,4,2020,Desember,hari biasa,Monday,cerah berawan,0.265833,0.58,0.240058,3172,3322
12/8/2020,4,2020,Desember,hari biasa,Tuesday,cerah berawan,0.290833,0.695833,0.0827167,3359,3620
12/9/2020,4,2020,Desember,hari biasa,Wednesday,cerah berawan,0.275,0.5075,0.233221,2688,3190
12/10/2020,4,2020,Desember,hari biasa,Thursday,cerah berawan,0.220833,0.49,0.0665417,2366,2743
12/11/2020,4,2020,Desember,hari biasa,Friday,cerah berawan,0.238333,0.670833,0.06345,3167,3310
12/12/2020,4,2020,Desember,hari biasa,Saturday,cerah berawan,0.2825,0.59,0.14055,3368,3523
12/13/2020,4,2020,Desember,hari biasa,Sunday,berkabut,0.3175,0.66375,0.0609583,3562,3740
12/14/2020,4,2020,Desember,hari biasa,Monday,berkabut,0.4225,0.634167,0.268042,3528,3709
12/15/2020,4,2020,Desember,hari biasa,Tuesday,berkabut,0.375,0.500417,0.260575,3399,3577
12/16/2020,4,2020,Desember,hari biasa,Wednesday,berkabut,0.258333,0.560833,0.243167,2464,2739
12/17/2020,4,2020,Desember,hari biasa,Thursday,cerah berawan,0.238333,0.58625,0.169779,2211,2431
12/18/2020,4,2020,Desember,hari biasa,Friday,cerah berawan,0.276667,0.6375,0.172896,3143,3403
12/19/2020,4,2020,Desember,hari biasa,Saturday,berkabut,0.385833,0.595417,0.0615708,3534,3750
12/20/2020,1,2020,Desember,hari biasa,Sunday,berkabut,0.428333,0.858333,0.2214,2553,2660
12/21/2020,1,2020,Desember,hari biasa,Monday,berkabut,0.423333,0.7575,0.047275,2841,3068
12/22/2020,1,2020,Desember,hari biasa,Tuesday,cerah berawan,0.373333,0.68625,0.274246,2046,2209
12/23/2020,1,2020,Desember,hari biasa,Wednesday,cerah berawan,0.3025,0.5425,0.190304,856,1011
12/24/2020,1,2020,Desember,hari biasa,Thursday,cerah berawan,0.274783,0.681304,0.155091,451,754
12/25/2020,1,2020,Desember,hari libur nasional,Friday,cerah berawan,0.321739,0.506957,0.239465,887,1317
12/26/2020,1,2020,Desember,hari biasa,Saturday,berkabut,0.325,0.7625,0.18845,1059,1162
12/27/2020,1,2020,Desember,hari biasa,Sunday,cerah berawan,0.29913,0.503913,0.293961,2047,2302
12/28/2020,1,2020,Desember,hari biasa,Monday,cerah berawan,0.248333,0.574167,0.119412,2169,2423
12/29/2020,1,2020,Desember,hari biasa,Tuesday,cerah berawan,0.311667,0.636667,0.134337,2508,2999
12/30/2020,1,2020,Desember,hari biasa,Wednesday,cerah berawan,0.41,0.615833,0.220154,1820,2485
12/31/2020,1,2021,Desember,hari biasa,Thursday,cerah berawan,0.37,0.6925,0.192167,1608,2294
1/1/2021,1,2021,Januari,hari libur nasional,Friday,cerah berawan,0.273043,0.381304,0.329665,1707,1951
1/2/2021,1,2021,Januari,hari biasa,Saturday,cerah berawan,0.15,0.44125,0.365671,2147,2236
1/3/2021,1,2021,Januari,hari biasa,Sunday,berkabut,0.1075,0.414583,0.1847,2273,2368
1/4/2021,1,2021,Januari,hari biasa,Monday,cerah berawan,0.265833,0.524167,0.129987,3132,3272
1/5/2021,1,2021,Januari,hari biasa,Tuesday,cerah berawan,0.334167,0.542083,0.167908,3791,4098
1/6/2021,1,2021,Januari,hari biasa,Wednesday,cerah berawan,0.393333,0.531667,0.174758,3451,4521
1/7/2021,1,2021,Januari,hari biasa,Thursday,cerah berawan,0.3375,0.465,0.191542,2826,3425
1/8/2021,1,2021,Januari,hari biasa,Friday,berkabut,0.224167,0.701667,0.0989,2270,2376
1/9/2021,1,2021,Januari,hari biasa,Saturday,cerah berawan,0.308696,0.646522,0.187552,3425,3598
1/10/2021,1,2021,Januari,hari biasa,Sunday,berkabut,0.274167,0.8475,0.131221,2085,2177
1/11/2021,1,2021,Januari,hari biasa,Monday,berkabut,0.3825,0.802917,0.180967,3828,4097
1/12/2021,1,2021,Januari,hari biasa,Tuesday,cerah berawan,0.274167,0.5075,0.378108,3040,3214
1/13/2021,1,2021,Januari,hari biasa,Wednesday,cerah berawan,0.18,0.4575,0.187183,2160,2493
1/14/2021,1,2021,Januari,hari biasa,Thursday,cerah berawan,0.166667,0.419167,0.251258,2027,2311
1/15/2021,1,2021,Januari,hari libur nasional,Friday,cerah berawan,0.19,0.5225,0.231358,2081,2298
1/16/2021,1,2021,Januari,hari biasa,Saturday,berkabut,0.373043,0.716087,0.34913,2808,2935
1/17/2021,1,2021,Januari,hari biasa,Sunday,cerah berawan,0.303333,0.443333,0.415429,3267,3376
1/18/2021,1,2021,Januari,hari biasa,Monday,cerah berawan,0.19,0.4975,0.220158,3162,3292
1/19/2021,1,2021,Januari,hari biasa,Tuesday,berkabut,0.2175,0.45,0.20275,3048,3163
1/20/2021,1,2021,Januari,hari biasa,Wednesday,berkabut,0.173333,0.83125,0.222642,1234,1301
1/21/2021,1,2021,Januari,hari biasa,Thursday,berkabut,0.1625,0.79625,0.199638,1781,1977
1/22/2021,1,2021,Januari,hari biasa,Friday,berkabut,0.218333,0.91125,0.110708,2287,2432
1/23/2021,1,2021,Januari,hari biasa,Saturday,cerah berawan,0.3425,0.835833,0.123767,3900,4339
1/24/2021,1,2021,Januari,hari biasa,Sunday,cerah berawan,0.294167,0.64375,0.161071,3803,4270
1/25/2021,1,2021,Januari,hari biasa,Monday,berkabut,0.341667,0.769583,0.0733958,3831,4075
1/26/2021,1,2021,Januari,hari biasa,Tuesday,berkabut,0.425,0.74125,0.342667,3187,3456
1/27/2021,1,2021,Januari,hari biasa,Wednesday,cerah berawan,0.315833,0.543333,0.210829,3248,4023
1/28/2021,1,2021,Januari,hari biasa,Thursday,cerah berawan,0.2825,0.31125,0.24005,2685,3243
1/29/2021,1,2021,Januari,hari biasa,Friday,cerah berawan,0.269167,0.400833,0.215792,3498,3624
1/30/2021,1,2021,Januari,hari biasa,Saturday,cerah berawan,0.39,0.416667,0.261817,4185,4509
1/31/2021,1,2021,Januari,hari biasa,Sunday,cerah berawan,0.469167,0.507917,0.189067,4275,4579
2/1/2021,1,2021,Febuari,hari biasa,Monday,berkabut,0.399167,0.672917,0.187187,3571,3761
2/2/2021,1,2021,Febuari,hari biasa,Tuesday,cerah berawan,0.313333,0.526667,0.178496,3841,4151
2/3/2021,1,2021,Febuari,hari biasa,Wednesday,berkabut,0.264167,0.779583,0.121896,2448,2832
2/4/2021,1,2021,Febuari,hari biasa,Thursday,berkabut,0.265833,0.687917,0.175996,2629,2947
2/5/2021,1,2021,Febuari,hari biasa,Friday,cerah berawan,0.282609,0.622174,0.1538,3578,3784
2/6/2021,1,2021,Febuari,hari biasa,Saturday,cerah berawan,0.354167,0.49625,0.147379,4176,4375
2/7/2021,1,2021,Febuari,hari biasa,Sunday,berkabut,0.256667,0.722917,0.133721,2693,2802
2/8/2021,1,2021,Febuari,hari biasa,Monday,cerah berawan,0.265,0.562083,0.194037,3667,3830
2/9/2021,1,2021,Febuari,hari biasa,Tuesday,berkabut,0.280833,0.54,0.116929,3604,3831
2/10/2021,1,2021,Febuari,hari biasa,Wednesday,hujan ringan atau salju,0.224167,0.73125,0.289796,1977,2169
2/11/2021,1,2021,Febuari,hari biasa,Thursday,cerah berawan,0.1275,0.464583,0.409212,1456,1529
2/12/2021,1,2021,Febuari,hari biasa,Friday,cerah berawan,0.2225,0.41125,0.167283,3328,3422
2/13/2021,1,2021,Febuari,hari biasa,Saturday,berkabut,0.319167,0.50875,0.141179,3787,3922
2/14/2021,1,2021,Febuari,hari biasa,Sunday,cerah berawan,0.348333,0.53125,0.1816,4028,4169
2/15/2021,1,2021,Febuari,hari biasa,Monday,berkabut,0.316667,0.752917,0.091425,2931,3005
2/16/2021,1,2021,Febuari,hari biasa,Tuesday,cerah berawan,0.343333,0.634583,0.205846,3805,4154
2/17/2021,1,2021,Febuari,hari biasa,Wednesday,cerah berawan,0.346667,0.534583,0.190929,2883,4318
2/18/2021,1,2021,Febuari,hari biasa,Thursday,berkabut,0.28,0.515833,0.253112,2071,2689
2/19/2021,1,2021,Febuari,hari libur nasional,Friday,cerah berawan,0.28,0.507826,0.229083,2627,3129
2/20/2021,1,2021,Febuari,hari biasa,Saturday,cerah berawan,0.287826,0.594348,0.205717,3614,3777
2/21/2021,1,2021,Febuari,hari biasa,Sunday,cerah berawan,0.395833,0.567917,0.234471,4379,4773
2/22/2021,1,2021,Febuari,hari biasa,Monday,cerah berawan,0.454167,0.554583,0.190913,4546,5062
2/23/2021,1,2021,Febuari,hari biasa,Tuesday,berkabut,0.4075,0.7375,0.237567,3241,3487
2/24/2021,1,2021,Febuari,hari biasa,Wednesday,cerah berawan,0.290833,0.395833,0.421642,2415,2732
2/25/2021,1,2021,Febuari,hari biasa,Thursday,cerah berawan,0.279167,0.41,0.205229,2874,3389
2/26/2021,1,2021,Febuari,hari biasa,Friday,cerah berawan,0.366667,0.490833,0.268033,4069,4322
2/27/2021,1,2021,Febuari,hari biasa,Saturday,cerah berawan,0.359167,0.395833,0.193417,4134,4363
2/28/2021,1,2021,Febuari,hari biasa,Sunday,berkabut,0.344348,0.804783,0.179117,1769,1834
3/1/2021,1,2021,Maret,hari biasa,Monday,cerah berawan,0.485833,0.615417,0.226987,4665,4990
3/2/2021,1,2021,Maret,hari biasa,Tuesday,berkabut,0.353333,0.657083,0.144904,2948,3194
3/3/2021,1,2021,Maret,hari biasa,Wednesday,berkabut,0.414167,0.62125,0.161079,3110,4066
3/4/2021,1,2021,Maret,hari biasa,Thursday,cerah berawan,0.325833,0.403333,0.334571,2713,3423
3/5/2021,1,2021,Maret,hari biasa,Friday,cerah berawan,0.243333,0.50625,0.228858,3130,3333
3/6/2021,1,2021,Maret,hari biasa,Saturday,cerah berawan,0.258333,0.456667,0.200875,3735,3956
3/7/2021,1,2021,Maret,hari biasa,Sunday,cerah berawan,0.404167,0.513333,0.345779,4484,4916
3/8/2021,1,2021,Maret,hari biasa,Monday,cerah berawan,0.5275,0.5675,0.441563,4896,5382
3/9/2021,1,2021,Maret,hari biasa,Tuesday,berkabut,0.410833,0.407083,0.4148,4122,4569
3/10/2021,1,2021,Maret,hari biasa,Wednesday,cerah berawan,0.2875,0.350417,0.22575,3150,4118
3/11/2021,1,2021,Maret,hari biasa,Thursday,cerah berawan,0.361739,0.476957,0.222587,3253,4911
3/12/2021,1,2021,Maret,hari biasa,Friday,cerah berawan,0.466667,0.489167,0.207713,4460,5298
3/13/2021,1,2021,Maret,hari biasa,Saturday,cerah berawan,0.565,0.6175,0.23695,5085,5847
3/14/2021,1,2021,Maret,hari biasa,Sunday,cerah berawan,0.5725,0.507083,0.115062,5315,6312
3/15/2021,1,2021,Maret,hari biasa,Monday,cerah berawan,0.5575,0.579583,0.149883,5187,6192
3/16/2021,1,2021,Maret,hari biasa,Tuesday,berkabut,0.435833,0.842083,0.113192,3830,4378
3/17/2021,1,2021,Maret,hari biasa,Wednesday,berkabut,0.514167,0.755833,0.110704,4681,7836
3/18/2021,1,2021,Maret,hari biasa,Thursday,berkabut,0.4725,0.81,0.126883,3685,5892
3/19/2021,1,2021,Maret,hari biasa,Friday,cerah berawan,0.545,0.72875,0.162317,5171,6153
3/20/2021,1,2021,Maret,hari biasa,Saturday,cerah berawan,0.560833,0.807917,0.121271,5042,6093
3/21/2021,2,2021,Maret,hari biasa,Sunday,berkabut,0.531667,0.82125,0.0895583,5108,6230
3/22/2021,2,2021,Maret,hari biasa,Monday,cerah berawan,0.554167,0.83125,0.117562,5537,6871
3/23/2021,2,2021,Maret,hari biasa,Tuesday,berkabut,0.601667,0.694167,0.1163,5893,8362
3/24/2021,2,2021,Maret,hari biasa,Wednesday,berkabut,0.5025,0.885417,0.192783,2339,3372
3/25/2021,2,2021,Maret,hari biasa,Thursday,berkabut,0.4375,0.880833,0.220775,3464,4996
3/26/2021,2,2021,Maret,hari biasa,Friday,cerah berawan,0.445833,0.477917,0.386821,4763,5558
3/27/2021,2,2021,Maret,hari biasa,Saturday,cerah berawan,0.323333,0.29,0.187192,4571,5102
3/28/2021,2,2021,Maret,hari biasa,Sunday,cerah berawan,0.484167,0.48125,0.291671,5024,5698
3/29/2021,2,2021,Maret,hari biasa,Monday,cerah berawan,0.494167,0.439167,0.31965,5299,6133
3/30/2021,2,2021,Maret,hari biasa,Tuesday,berkabut,0.37,0.580833,0.138067,4663,5459
3/31/2021,2,2021,Maret,hari biasa,Wednesday,berkabut,0.424167,0.738333,0.250617,3934,6235
4/1/2021,2,2021,April,hari biasa,Thursday,berkabut,0.425833,0.67625,0.172267,3694,6041
4/2/2021,2,2021,April,hari biasa,Friday,cerah berawan,0.433913,0.504348,0.312139,4728,5936
4/3/2021,2,2021,April,hari biasa,Saturday,cerah berawan,0.466667,0.396667,0.100133,5424,6772
4/4/2021,2,2021,April,hari biasa,Sunday,cerah berawan,0.541667,0.469583,0.180975,5378,6436
4/5/2021,2,2021,April,hari biasa,Monday,cerah berawan,0.435,0.374167,0.219529,5265,6457
4/6/2021,2,2021,April,hari biasa,Tuesday,cerah berawan,0.403333,0.377083,0.300388,4653,6460
4/7/2021,2,2021,April,hari biasa,Wednesday,cerah berawan,0.4375,0.254167,0.274871,3605,6857
4/8/2021,2,2021,April,hari biasa,Thursday,cerah berawan,0.5,0.275833,0.232596,2939,5169
4/9/2021,2,2021,April,hari biasa,Friday,cerah berawan,0.489167,0.3175,0.358196,4680,5585
4/10/2021,2,2021,April,hari biasa,Saturday,cerah berawan,0.446667,0.435,0.249375,5099,5918
4/11/2021,2,2021,April,hari biasa,Sunday,cerah berawan,0.348696,0.469565,0.295274,4380,4862
4/12/2021,2,2021,April,hari biasa,Monday,cerah berawan,0.3975,0.46625,0.290429,4746,5409
4/13/2021,2,2021,April,hari biasa,Tuesday,cerah berawan,0.4425,0.408333,0.155471,5146,6398
4/14/2021,2,2021,April,hari biasa,Wednesday,cerah berawan,0.495,0.502917,0.190917,4665,7460
4/15/2021,2,2021,April,hari biasa,Thursday,cerah berawan,0.606667,0.507917,0.225129,4286,7132
4/16/2021,2,2021,April,hari libur nasional,Friday,cerah berawan,0.664167,0.561667,0.284829,5172,6370
4/17/2021,2,2021,April,hari biasa,Saturday,cerah berawan,0.608333,0.390417,0.273629,5702,6691
4/18/2021,2,2021,April,hari biasa,Sunday,berkabut,0.463333,0.569167,0.167912,4020,4367
4/19/2021,2,2021,April,hari biasa,Monday,cerah berawan,0.498333,0.6125,0.0659292,5719,6565
4/20/2021,2,2021,April,hari biasa,Tuesday,cerah berawan,0.526667,0.694583,0.149871,5950,7290
4/21/2021,2,2021,April,hari biasa,Wednesday,cerah berawan,0.57,0.682917,0.283587,4083,6624
4/22/2021,2,2021,April,hari biasa,Thursday,hujan ringan atau salju,0.396667,0.835417,0.344546,907,1027
4/23/2021,2,2021,April,hari biasa,Friday,berkabut,0.321667,0.766667,0.303496,3019,3214
4/24/2021,2,2021,April,hari biasa,Saturday,cerah berawan,0.413333,0.454167,0.249383,5115,5633
4/25/2021,2,2021,April,hari biasa,Sunday,cerah berawan,0.476667,0.427917,0.118792,5541,6196
4/26/2021,2,2021,April,hari biasa,Monday,berkabut,0.498333,0.756667,0.176625,4551,5026
4/27/2021,2,2021,April,hari biasa,Tuesday,cerah berawan,0.4575,0.400833,0.347633,5219,6233
4/28/2021,2,2021,April,hari biasa,Wednesday,berkabut,0.376667,0.489583,0.129975,3100,4220
4/29/2021,2,2021,April,hari biasa,Thursday,cerah berawan,0.458333,0.587083,0.116908,4075,6304
4/30/2021,2,2021,April,hari biasa,Friday,berkabut,0.464167,0.57,0.171638,4907,5572
5/1/2021,2,2021,Mei,hari biasa,Saturday,berkabut,0.613333,0.659583,0.156096,5087,5740
