Tanggal,Musim,Tahun,Bulan,holiday,weekday,weather,temp,humidity,windspeed,registered,count
5/2/2021,2,2021,Mei,hari biasa,Sunday,cerah berawan,0.564167,0.797083,0.138058,5502,6169
5/3/2021,2,2021,Mei,hari biasa,Monday,berkabut,0.56,0.768333,0.133696,5657,6421
5/4/2021,2,2021,Mei,hari biasa,Tuesday,cerah berawan,0.6275,0.735417,0.162938,5227,6296
5/5/2021,2,2021,Mei,hari biasa,Wednesday,berkabut,0.621667,0.756667,0.152992,4387,6883
5/6/2021,2,2021,Mei,hari biasa,Thursday,berkabut,0.5625,0.74,0.149879,4224,6359
5/7/2021,2,2021,Mei,hari biasa,Friday,berkabut,0.5375,0.664167,0.230721,5265,6273
5/8/2021,2,2021,Mei,hari biasa,Saturday,berkabut,0.581667,0.685833,0.296029,4990,5728
5/9/2021,2,2021,Mei,hari biasa,Sunday,berkabut,0.575,0.744167,0.216412,4097,4717
5/10/2021,2,2021,Mei,hari biasa,Monday,cerah berawan,0.505833,0.552083,0.314063,5546,6572
5/11/2021,2,2021,Mei,hari biasa,Tuesday,cerah berawan,0.533333,0.360417,0.236937,5711,7030
5/12/2021,2,2021,Mei,hari biasa,Wednesday,cerah berawan,0.564167,0.480417,0.123133,4807,7429
5/13/2021,2,2021,Mei,hari biasa,Thursday,cerah berawan,0.6125,0.57625,0.225117,3946,6118
5/14/2021,2,2021,Mei,hari biasa,Friday,berkabut,0.573333,0.789583,0.212692,2501,2843
5/15/2021,2,2021,Mei,hari biasa,Saturday,berkabut,0.611667,0.794583,0.147392,4490,5115
5/16/2021,2,2021,Mei,hari biasa,Sunday,cerah berawan,0.636667,0.697917,0.122512,6433,7424
5/17/2021,2,2021,Mei,hari biasa,Monday,cerah berawan,0.593333,0.52,0.229475,6142,7384
5/18/2021,2,2021,Mei,hari biasa,Tuesday,cerah berawan,0.564167,0.523333,0.136817,6118,7639
5/19/2021,2,2021,Mei,hari biasa,Wednesday,cerah berawan,0.6,0.45625,0.083975,4884,8294
5/20/2021,2,2021,Mei,hari biasa,Thursday,cerah berawan,0.620833,0.530417,0.254367,4425,7129
5/21/2021,2,2021,Mei,hari biasa,Friday,berkabut,0.598333,0.81125,0.233204,3729,4359
5/22/2021,2,2021,Mei,hari biasa,Saturday,berkabut,0.615,0.765833,0.118167,5254,6073
5/23/2021,2,2021,Mei,hari biasa,Sunday,berkabut,0.621667,0.774583,0.102,4494,5260
5/24/2021,2,2021,Mei,hari biasa,Monday,cerah berawan,0.655,0.716667,0.172896,5711,6770
5/25/2021,2,2021,Mei,hari biasa,Tuesday,cerah berawan,0.68,0.747083,0.14055,5317,6734
5/26/2021,2,2021,Mei,hari biasa,Wednesday,cerah berawan,0.6925,0.7325,0.198992,3681,6536
5/27/2021,2,2021,Mei,hari biasa,Thursday,cerah berawan,0.69,0.697083,0.215171,3308,6591
5/28/2021,2,2021,Mei,hari libur nasional,Friday,cerah berawan,0.7125,0.67625,0.196521,3486,6043
5/29/2021,2,2021,Mei,hari biasa,Saturday,cerah berawan,0.7225,0.684583,0.2954,4863,5743
5/30/2021,2,2021,Mei,hari biasa,Sunday,berkabut,0.656667,0.67,0.134329,6110,6855
5/31/2021,2,2021,Mei,hari biasa,Monday,cerah berawan,0.68,0.492917,0.195279,6238,7338
6/1/2021,2,2021,Juni,hari biasa,Tuesday,berkabut,0.654167,0.755417,0.237563,3594,4127
6/2/2021,2,2021,Juni,hari biasa,Wednesday,cerah berawan,0.583333,0.549167,0.186562,5325,8120
6/3/2021,2,2021,Juni,hari biasa,Thursday,cerah berawan,0.6025,0.493333,0.184087,5147,7641
6/4/2021,2,2021,Juni,hari biasa,Friday,cerah berawan,0.5975,0.487083,0.284833,5927,6998
6/5/2021,2,2021,Juni,hari biasa,Saturday,berkabut,0.540833,0.613333,0.209575,6033,7001
6/6/2021,2,2021,Juni,hari biasa,Sunday,cerah berawan,0.554167,0.61125,0.077125,6028,7055
6/7/2021,2,2021,Juni,hari biasa,Monday,cerah berawan,0.6025,0.567083,0.15735,6456,7494
6/8/2021,2,2021,Juni,hari biasa,Tuesday,cerah berawan,0.649167,0.467917,0.175383,6248,7736
6/9/2021,2,2021,Juni,hari biasa,Wednesday,cerah berawan,0.710833,0.437083,0.144287,4790,7498
6/10/2021,2,2021,Juni,hari biasa,Thursday,cerah berawan,0.726667,0.538333,0.133721,4374,6598
6/11/2021,2,2021,Juni,hari biasa,Friday,berkabut,0.720833,0.587917,0.207713,5647,6664
6/12/2021,2,2021,Juni,hari biasa,Saturday,berkabut,0.653333,0.833333,0.214546,4495,4972
6/13/2021,2,2021,Juni,hari biasa,Sunday,cerah berawan,0.655833,0.582083,0.343279,6248,7421
6/14/2021,2,2021,Juni,hari biasa,Monday,cerah berawan,0.648333,0.569583,0.253733,6183,7363
6/15/2021,2,2021,Juni,hari biasa,Tuesday,cerah berawan,0.639167,0.589583,0.176617,6102,7665
6/16/2021,2,2021,Juni,hari biasa,Wednesday,cerah berawan,0.631667,0.504167,0.166667,4739,7702
6/17/2021,2,2021,Juni,hari biasa,Thursday,cerah berawan,0.5925,0.59875,0.144904,4344,6978
6/18/2021,2,2021,Juni,hari biasa,Friday,berkabut,0.568333,0.777917,0.174746,4446,5099
6/19/2021,2,2021,Juni,hari biasa,Saturday,cerah berawan,0.688333,0.69,0.148017,5857,6825
6/20/2021,2,2021,Juni,hari biasa,Sunday,cerah berawan,0.7825,0.592083,0.113812,5339,6211
6/21/2021,3,2021,Juni,hari biasa,Monday,cerah berawan,0.805833,0.567917,0.118787,5127,5905
6/22/2021,3,2021,Juni,hari biasa,Tuesday,cerah berawan,0.7775,0.57375,0.182842,4859,5823
6/23/2021,3,2021,Juni,hari biasa,Wednesday,cerah berawan,0.731667,0.534583,0.179721,4801,7458
6/24/2021,3,2021,Juni,hari biasa,Thursday,cerah berawan,0.743333,0.479167,0.145525,4340,6891
6/25/2021,3,2021,Juni,hari biasa,Friday,cerah berawan,0.715833,0.504167,0.300383,5640,6779
6/26/2021,3,2021,Juni,hari biasa,Saturday,cerah berawan,0.630833,0.373333,0.347642,6365,7442
6/27/2021,3,2021,Juni,hari biasa,Sunday,cerah berawan,0.6975,0.36,0.271775,6258,7335
6/28/2021,3,2021,Juni,hari biasa,Monday,cerah berawan,0.749167,0.4225,0.17165,5958,6879
6/29/2021,3,2021,Juni,hari biasa,Tuesday,cerah berawan,0.834167,0.48875,0.165417,4634,5463
6/30/2021,3,2021,Juni,hari biasa,Wednesday,cerah berawan,0.765,0.60125,0.161071,4232,5687
7/1/2021,3,2021,Juli,hari biasa,Thursday,cerah berawan,0.815833,0.51875,0.168529,4110,5531
7/2/2021,3,2021,Juli,hari biasa,Friday,cerah berawan,0.781667,0.447083,0.195267,5323,6227
7/3/2021,3,2021,Juli,hari biasa,Saturday,cerah berawan,0.780833,0.492083,0.126237,5608,6660
7/4/2021,3,2021,Juli,hari libur nasional,Sunday,cerah berawan,0.789167,0.53875,0.13495,4841,7403
7/5/2021,3,2021,Juli,hari biasa,Monday,cerah berawan,0.8275,0.457917,0.194029,4836,6241
7/6/2021,3,2021,Juli,hari biasa,Tuesday,cerah berawan,0.828333,0.450833,0.146142,4841,6207
7/7/2021,3,2021,Juli,hari biasa,Wednesday,cerah berawan,0.861667,0.492083,0.163554,3392,4840
7/8/2021,3,2021,Juli,hari biasa,Thursday,cerah berawan,0.8225,0.57375,0.125629,3469,4672
7/9/2021,3,2021,Juli,hari biasa,Friday,berkabut,0.710833,0.683333,0.180975,5571,6569
7/10/2021,3,2021,Juli,hari biasa,Saturday,berkabut,0.720833,0.6675,0.151737,5336,6290
7/11/2021,3,2021,Juli,hari biasa,Sunday,cerah berawan,0.716667,0.633333,0.151733,6289,7264
7/12/2021,3,2021,Juli,hari biasa,Monday,cerah berawan,0.715833,0.529583,0.146775,6414,7446
7/13/2021,3,2021,Juli,hari biasa,Tuesday,berkabut,0.731667,0.485833,0.08085,5988,7499
7/14/2021,3,2021,Juli,hari biasa,Wednesday,berkabut,0.703333,0.699167,0.143679,4614,6969
7/15/2021,3,2021,Juli,hari biasa,Thursday,cerah berawan,0.745833,0.717917,0.166667,4111,6031
7/16/2021,3,2021,Juli,hari biasa,Friday,cerah berawan,0.763333,0.645,0.164187,5742,6830
7/17/2021,3,2021,Juli,hari biasa,Saturday,cerah berawan,0.818333,0.505833,0.114429,5865,6786
7/18/2021,3,2021,Juli,hari biasa,Sunday,cerah berawan,0.793333,0.577083,0.137442,4914,5713
7/19/2021,3,2021,Juli,hari biasa,Monday,cerah berawan,0.77,0.600417,0.165429,5703,6591
7/20/2021,3,2021,Juli,hari biasa,Tuesday,berkabut,0.665833,0.844167,0.208967,5123,5870
7/21/2021,3,2021,Juli,hari biasa,Wednesday,hujan ringan atau salju,0.595833,0.865417,0.2133,3195,4459
7/22/2021,3,2021,Juli,hari biasa,Thursday,berkabut,0.6675,0.7625,0.0939208,4866,7410
7/23/2021,3,2021,Juli,hari biasa,Friday,cerah berawan,0.741667,0.694167,0.138683,5831,6966
7/24/2021,3,2021,Juli,hari biasa,Saturday,cerah berawan,0.750833,0.655,0.211454,6452,7592
7/25/2021,3,2021,Juli,hari biasa,Sunday,cerah berawan,0.724167,0.45,0.1648,6790,8173
7/26/2021,3,2021,Juli,hari biasa,Monday,cerah berawan,0.776667,0.596667,0.284813,5825,6861
7/27/2021,3,2021,Juli,hari biasa,Tuesday,cerah berawan,0.781667,0.594583,0.152992,5645,6904
7/28/2021,3,2021,Juli,hari biasa,Wednesday,cerah berawan,0.755833,0.613333,0.15735,4451,6685
7/29/2021,3,2021,Juli,hari biasa,Thursday,cerah berawan,0.721667,0.62375,0.170396,4444,6597
7/30/2021,3,2021,Juli,hari biasa,Friday,cerah berawan,0.730833,0.66875,0.153617,6065,7105
7/31/2021,3,2021,Juli,hari biasa,Saturday,cerah berawan,0.713333,0.704167,0.165425,6248,7216
8/1/2021,3,2021,Agustus,hari biasa,Sunday,cerah berawan,0.7175,0.6775,0.141179,6506,7580
8/2/2021,3,2021,Agustus,hari biasa,Monday,cerah berawan,0.7525,0.659583,0.129354,6278,7261
8/3/2021,3,2021,Agustus,hari biasa,Tuesday,berkabut,0.765833,0.6425,0.215792,5847,7175
8/4/2021,3,2021,Agustus,hari biasa,Wednesday,cerah berawan,0.793333,0.613333,0.257458,4479,6824
8/5/2021,3,2021,Agustus,hari biasa,Thursday,cerah berawan,0.769167,0.6525,0.290421,3757,5464
8/6/2021,3,2021,Agustus,hari biasa,Friday,berkabut,0.7525,0.654167,0.129354,5780,7013
8/7/2021,3,2021,Agustus,hari biasa,Saturday,berkabut,0.735833,0.70375,0.116908,5995,7273
8/8/2021,3,2021,Agustus,hari biasa,Sunday,berkabut,0.75,0.672917,0.1107,6271,7534
8/9/2021,3,2021,Agustus,hari biasa,Monday,cerah berawan,0.755833,0.620417,0.1561,6090,7286
8/10/2021,3,2021,Agustus,hari biasa,Tuesday,berkabut,0.715833,0.715833,0.238813,4721,5786
8/11/2021,3,2021,Agustus,hari biasa,Wednesday,berkabut,0.6925,0.732917,0.206479,4052,6299
8/12/2021,3,2021,Agustus,hari biasa,Thursday,cerah berawan,0.700833,0.530417,0.122512,4362,6544
8/13/2021,3,2021,Agustus,hari biasa,Friday,cerah berawan,0.720833,0.545417,0.136212,5676,6883
8/14/2021,3,2021,Agustus,hari biasa,Saturday,cerah berawan,0.726667,0.686667,0.169158,5656,6784
8/15/2021,3,2021,Agustus,hari biasa,Sunday,cerah berawan,0.706667,0.619583,0.169771,6149,7347
8/16/2021,3,2021,Agustus,hari biasa,Monday,cerah berawan,0.719167,0.519167,0.141796,6267,7605
8/17/2021,3,2021,Agustus,hari biasa,Tuesday,cerah berawan,0.723333,0.570833,0.231354,5665,7148
8/18/2021,3,2021,Agustus,hari biasa,Wednesday,cerah berawan,0.678333,0.603333,0.177867,5038,7865
8/19/2021,3,2021,Agustus,hari biasa,Thursday,berkabut,0.635833,0.711667,0.08645,3341,4549
8/20/2021,3,2021,Agustus,hari biasa,Friday,berkabut,0.635833,0.734167,0.129979,5504,6530
8/21/2021,3,2021,Agustus,hari biasa,Saturday,cerah berawan,0.649167,0.67375,0.0727708,5925,7006
8/22/2021,3,2021,Agustus,hari biasa,Sunday,cerah berawan,0.6675,0.677083,0.0702833,6281,7375
8/23/2021,3,2021,Agustus,hari biasa,Monday,cerah berawan,0.695833,0.635833,0.0845958,6402,7765
8/24/2021,3,2021,Agustus,hari biasa,Tuesday,berkabut,0.7025,0.615,0.0721458,6257,7582
8/25/2021,3,2021,Agustus,hari biasa,Wednesday,berkabut,0.661667,0.712917,0.244408,4224,6053
8/26/2021,3,2021,Agustus,hari biasa,Thursday,berkabut,0.653333,0.845833,0.228858,3772,5255
8/27/2021,3,2021,Agustus,hari biasa,Friday,cerah berawan,0.703333,0.730417,0.128733,5928,6917
8/28/2021,3,2021,Agustus,hari biasa,Saturday,cerah berawan,0.728333,0.62,0.190925,6105,7040
8/29/2021,3,2021,Agustus,hari biasa,Sunday,cerah berawan,0.685,0.552083,0.112562,6520,7697
8/30/2021,3,2021,Agustus,hari biasa,Monday,cerah berawan,0.706667,0.590417,0.0771167,6541,7713
8/31/2021,3,2021,Agustus,hari biasa,Tuesday,cerah berawan,0.764167,0.5875,0.168533,5917,7350
9/1/2021,3,2021,September,hari biasa,Wednesday,berkabut,0.753333,0.638333,0.113187,3788,6140
9/2/2021,3,2021,September,hari biasa,Thursday,berkabut,0.696667,0.815,0.0640708,3197,5810
9/3/2021,3,2021,September,hari libur nasional,Friday,cerah berawan,0.7075,0.790833,0.151121,4069,6034
9/4/2021,3,2021,September,hari biasa,Saturday,cerah berawan,0.725833,0.755,0.236321,5997,6864
9/5/2021,3,2021,September,hari biasa,Sunday,cerah berawan,0.736667,0.74125,0.187808,6280,7112
9/6/2021,3,2021,September,hari biasa,Monday,berkabut,0.696667,0.810417,0.142421,5592,6203
9/7/2021,3,2021,September,hari biasa,Tuesday,cerah berawan,0.703333,0.73625,0.171646,6459,7504
9/8/2021,3,2021,September,hari biasa,Wednesday,berkabut,0.659167,0.799167,0.281104,4419,5976
9/9/2021,3,2021,September,hari biasa,Thursday,cerah berawan,0.61,0.5475,0.224496,5657,8227
9/10/2021,3,2021,September,hari biasa,Friday,cerah berawan,0.583333,0.50375,0.258713,6407,7525
9/11/2021,3,2021,September,hari biasa,Saturday,cerah berawan,0.5775,0.52,0.0920542,6697,7767
9/12/2021,3,2021,September,hari biasa,Sunday,cerah berawan,0.599167,0.577083,0.131846,6820,7870
9/13/2021,3,2021,September,hari biasa,Monday,cerah berawan,0.6125,0.637083,0.0827208,6750,7804
9/14/2021,3,2021,September,hari biasa,Tuesday,cerah berawan,0.633333,0.6725,0.103863,6630,8009
9/15/2021,3,2021,September,hari biasa,Wednesday,cerah berawan,0.608333,0.501667,0.247521,5554,8714
9/16/2021,3,2021,September,hari biasa,Thursday,cerah berawan,0.58,0.57,0.0901833,5167,7333
9/17/2021,3,2021,September,hari biasa,Friday,berkabut,0.580833,0.734583,0.151742,5847,6869
9/18/2021,3,2021,September,hari biasa,Saturday,berkabut,0.623333,0.8725,0.357587,3702,4073
9/19/2021,3,2021,September,hari biasa,Sunday,cerah berawan,0.5525,0.536667,0.215175,6803,7591
9/20/2021,3,2021,September,hari biasa,Monday,cerah berawan,0.546667,0.618333,0.118167,6781,7720
9/21/2021,3,2021,September,hari biasa,Tuesday,cerah berawan,0.599167,0.66875,0.154229,6917,8167
9/22/2021,3,2021,September,hari biasa,Wednesday,cerah berawan,0.65,0.646667,0.283583,5883,8395
9/23/2021,4,2021,September,hari biasa,Thursday,cerah berawan,0.529167,0.467083,0.223258,5453,7907
9/24/2021,4,2021,September,hari biasa,Friday,cerah berawan,0.514167,0.492917,0.142404,6435,7436
9/25/2021,4,2021,September,hari biasa,Saturday,cerah berawan,0.55,0.57,0.236321,6693,7538
9/26/2021,4,2021,September,hari biasa,Sunday,cerah berawan,0.635,0.630833,0.2444,6946,7733
9/27/2021,4,2021,September,hari biasa,Monday,berkabut,0.65,0.690833,0.134342,6642,7393
9/28/2021,4,2021,September,hari biasa,Tuesday,berkabut,0.619167,0.69,0.164179,6370,7415
9/29/2021,4,2021,September,hari biasa,Wednesday,cerah berawan,0.5425,0.542917,0.227604,5966,8555
9/30/2021,4,2021,September,hari biasa,Thursday,cerah berawan,0.526667,0.583333,0.134958,4874,6889
10/1/2021,4,2021,Oktober,hari biasa,Friday,berkabut,0.520833,0.649167,0.0908042,6015,6778
10/2/2021,4,2021,Oktober,hari biasa,Saturday,hujan ringan atau salju,0.590833,0.871667,0.104475,4324,4639
10/3/2021,4,2021,Oktober,hari biasa,Sunday,berkabut,0.6575,0.79375,0.0665458,6844,7572
10/4/2021,4,2021,Oktober,hari biasa,Monday,berkabut,0.6575,0.722917,0.117546,6437,7328
10/5/2021,4,2021,Oktober,hari biasa,Tuesday,cerah berawan,0.615,0.6275,0.10635,6640,8156
10/6/2021,4,2021,Oktober,hari biasa,Wednesday,cerah berawan,0.554167,0.664167,0.268025,4934,7965
10/7/2021,4,2021,Oktober,hari biasa,Thursday,berkabut,0.415833,0.708333,0.141162,2729,3510
10/8/2021,4,2021,Oktober,hari libur nasional,Friday,berkabut,0.383333,0.709583,0.189679,4604,5478
10/9/2021,4,2021,Oktober,hari biasa,Saturday,berkabut,0.446667,0.761667,0.1903,5791,6392
10/10/2021,4,2021,Oktober,hari biasa,Sunday,cerah berawan,0.514167,0.630833,0.187821,6911,7691
10/11/2021,4,2021,Oktober,hari biasa,Monday,cerah berawan,0.435,0.463333,0.181596,6736,7570
10/12/2021,4,2021,Oktober,hari biasa,Tuesday,cerah berawan,0.4375,0.539167,0.235092,6222,7282
10/13/2021,4,2021,Oktober,hari biasa,Wednesday,cerah berawan,0.393333,0.494583,0.146142,4857,7109
10/14/2021,4,2021,Oktober,hari biasa,Thursday,cerah berawan,0.521667,0.640417,0.278612,4559,6639
10/15/2021,4,2021,Oktober,hari biasa,Friday,berkabut,0.561667,0.7075,0.296037,5115,5875
10/16/2021,4,2021,Oktober,hari biasa,Saturday,cerah berawan,0.468333,0.558333,0.182221,6612,7534
10/17/2021,4,2021,Oktober,hari biasa,Sunday,cerah berawan,0.455833,0.692917,0.101371,6482,7461
10/18/2021,4,2021,Oktober,hari biasa,Monday,berkabut,0.5225,0.728333,0.236937,6501,7509
10/19/2021,4,2021,Oktober,hari biasa,Tuesday,berkabut,0.563333,0.815,0.134954,4671,5424
10/20/2021,4,2021,Oktober,hari biasa,Wednesday,cerah berawan,0.484167,0.572917,0.117537,5284,8090
10/21/2021,4,2021,Oktober,hari biasa,Thursday,cerah berawan,0.464167,0.51,0.166054,4692,6824
10/22/2021,4,2021,Oktober,hari biasa,Friday,cerah berawan,0.4875,0.568333,0.0814833,6228,7058
10/23/2021,4,2021,Oktober,hari biasa,Saturday,cerah berawan,0.544167,0.641667,0.0945458,6625,7466
10/24/2021,4,2021,Oktober,hari biasa,Sunday,cerah berawan,0.5875,0.63625,0.0727792,6898,7693
10/25/2021,4,2021,Oktober,hari biasa,Monday,berkabut,0.55,0.800417,0.124375,6484,7359
10/26/2021,4,2021,Oktober,hari biasa,Tuesday,berkabut,0.545833,0.807083,0.132467,6262,7444
10/27/2021,4,2021,Oktober,hari biasa,Wednesday,berkabut,0.53,0.72,0.235692,5209,7852
10/28/2021,4,2021,Oktober,hari biasa,Thursday,berkabut,0.4775,0.694583,0.398008,3461,4459
10/29/2021,4,2021,Oktober,hari biasa,Friday,hujan ringan atau salju,0.44,0.88,0.3582,20,22
10/30/2021,4,2021,Oktober,hari biasa,Saturday,berkabut,0.318182,0.825455,0.213009,1009,1096
10/31/2021,4,2021,Oktober,hari biasa,Sunday,berkabut,0.3575,0.666667,0.166667,5147,5566
11/1/2021,4,2021,November,hari biasa,Monday,berkabut,0.365833,0.581667,0.157346,5520,5986
11/2/2021,4,2021,November,hari biasa,Tuesday,cerah berawan,0.355,0.522083,0.266175,5229,5847
11/3/2021,4,2021,November,hari biasa,Wednesday,berkabut,0.343333,0.49125,0.270529,4109,5138
11/4/2021,4,2021,November,hari biasa,Thursday,cerah berawan,0.325833,0.532917,0.179108,3906,5107
11/5/2021,4,2021,November,hari biasa,Friday,cerah berawan,0.319167,0.494167,0.236325,4881,5259
11/6/2021,4,2021,November,hari biasa,Saturday,cerah berawan,0.280833,0.567083,0.173513,5220,5686
11/7/2021,4,2021,November,hari biasa,Sunday,berkabut,0.295833,0.5475,0.304108,4709,5035
11/8/2021,4,2021,November,hari biasa,Monday,cerah berawan,0.352174,0.333478,0.347835,4975,5315
11/9/2021,4,2021,November,hari biasa,Tuesday,cerah berawan,0.361667,0.540833,0.214558,5283,5992
11/10/2021,4,2021,November,hari biasa,Wednesday,cerah berawan,0.389167,0.645417,0.0578458,4446,6536
11/11/2021,4,2021,November,hari biasa,Thursday,cerah berawan,0.420833,0.659167,0.1275,4562,6852
11/12/2021,4,2021,November,hari libur nasional,Friday,cerah berawan,0.485,0.741667,0.173517,5172,6269
11/13/2021,4,2021,November,hari biasa,Saturday,berkabut,0.343333,0.662917,0.342046,3767,4094
11/14/2021,4,2021,November,hari biasa,Sunday,cerah berawan,0.289167,0.552083,0.199625,5122,5495
11/15/2021,4,2021,November,hari biasa,Monday,berkabut,0.321667,0.620417,0.152987,5125,5445
11/16/2021,4,2021,November,hari biasa,Tuesday,cerah berawan,0.345,0.524583,0.171025,5214,5698
11/17/2021,4,2021,November,hari biasa,Wednesday,cerah berawan,0.325,0.545417,0.179729,4316,5629
11/18/2021,4,2021,November,hari biasa,Thursday,cerah berawan,0.3425,0.692917,0.227612,3747,4669
11/19/2021,4,2021,November,hari biasa,Friday,berkabut,0.380833,0.623333,0.235067,5050,5499
11/20/2021,4,2021,November,hari biasa,Saturday,berkabut,0.374167,0.685,0.082725,5100,5634
11/21/2021,4,2021,November,hari biasa,Sunday,cerah berawan,0.353333,0.61375,0.103246,4531,5146
11/22/2021,4,2021,November,hari libur nasional,Monday,cerah berawan,0.34,0.580417,0.0528708,1470,2425
11/23/2021,4,2021,November,hari biasa,Tuesday,cerah berawan,0.368333,0.56875,0.148021,2307,3910
11/24/2021,4,2021,November,hari biasa,Wednesday,cerah berawan,0.278333,0.404583,0.376871,1745,2277
11/25/2021,4,2021,November,hari biasa,Thursday,cerah berawan,0.245833,0.468333,0.1505,2115,2424
11/26/2021,4,2021,November,hari biasa,Friday,cerah berawan,0.313333,0.535417,0.04665,4750,5087
11/27/2021,4,2021,November,hari biasa,Saturday,berkabut,0.291667,0.786667,0.237562,3836,3959
11/28/2021,4,2021,November,hari biasa,Sunday,cerah berawan,0.296667,0.50625,0.210821,5062,5260
11/29/2021,4,2021,November,hari biasa,Monday,cerah berawan,0.28087,0.555652,0.115522,5080,5323
11/30/2021,4,2021,November,hari biasa,Tuesday,cerah berawan,0.298333,0.649583,0.0584708,5306,5668
12/1/2021,4,2021,Desember,hari biasa,Wednesday,berkabut,0.298333,0.806667,0.0597042,4240,5191
12/2/2021,4,2021,Desember,hari biasa,Thursday,berkabut,0.3475,0.823333,0.124379,3757,4649
12/3/2021,4,2021,Desember,hari biasa,Friday,cerah berawan,0.4525,0.7675,0.0827208,5679,6234
12/4/2021,4,2021,Desember,hari biasa,Saturday,cerah berawan,0.475833,0.73375,0.174129,6055,6606
12/5/2021,4,2021,Desember,hari biasa,Sunday,cerah berawan,0.438333,0.485,0.324021,5398,5729
12/6/2021,4,2021,Desember,hari biasa,Monday,cerah berawan,0.255833,0.50875,0.174754,5035,5375
12/7/2021,4,2021,Desember,hari biasa,Tuesday,berkabut,0.320833,0.764167,0.1306,4659,5008
12/8/2021,4,2021,Desember,hari biasa,Wednesday,berkabut,0.381667,0.91125,0.101379,4429,5582
12/9/2021,4,2021,Desember,hari biasa,Thursday,berkabut,0.384167,0.905417,0.157975,2787,3228
12/10/2021,4,2021,Desember,hari biasa,Friday,berkabut,0.435833,0.925,0.190308,4841,5170
12/11/2021,4,2021,Desember,hari biasa,Saturday,berkabut,0.353333,0.596667,0.296037,5219,5501
12/12/2021,4,2021,Desember,hari biasa,Sunday,berkabut,0.2975,0.538333,0.162937,5009,5319
12/13/2021,4,2021,Desember,hari biasa,Monday,cerah berawan,0.295833,0.485833,0.174129,5107,5532
12/14/2021,4,2021,Desember,hari biasa,Tuesday,cerah berawan,0.281667,0.642917,0.131229,5182,5611
12/15/2021,4,2021,Desember,hari biasa,Wednesday,cerah berawan,0.324167,0.650417,0.10635,4280,5047
12/16/2021,4,2021,Desember,hari biasa,Thursday,berkabut,0.3625,0.83875,0.100742,3248,3786
12/17/2021,4,2021,Desember,hari biasa,Friday,berkabut,0.393333,0.907083,0.0982583,4373,4585
12/18/2021,4,2021,Desember,hari biasa,Saturday,cerah berawan,0.410833,0.66625,0.221404,5124,5557
12/19/2021,4,2021,Desember,hari biasa,Sunday,cerah berawan,0.3325,0.625417,0.184092,4934,5267
12/20/2021,4,2021,Desember,hari biasa,Monday,berkabut,0.33,0.667917,0.132463,3814,4128
12/21/2021,1,2021,Desember,hari biasa,Tuesday,berkabut,0.326667,0.556667,0.374383,3402,3623
12/22/2021,1,2021,Desember,hari biasa,Wednesday,cerah berawan,0.265833,0.44125,0.407346,1544,1749
12/23/2021,1,2021,Desember,hari biasa,Thursday,cerah berawan,0.245833,0.515417,0.133083,1379,1787
12/24/2021,1,2021,Desember,hari biasa,Friday,berkabut,0.231304,0.791304,0.0772304,746,920
12/25/2021,1,2021,Desember,hari libur nasional,Saturday,berkabut,0.291304,0.734783,0.168726,573,1013
12/26/2021,1,2021,Desember,hari biasa,Sunday,hujan ringan atau salju,0.243333,0.823333,0.316546,432,441
12/27/2021,1,2021,Desember,hari biasa,Monday,berkabut,0.254167,0.652917,0.350133,1867,2114
12/28/2021,1,2021,Desember,hari biasa,Tuesday,berkabut,0.253333,0.59,0.155471,2451,3095
12/29/2021,1,2021,Desember,hari biasa,Wednesday,berkabut,0.253333,0.752917,0.124383,1182,1341
12/30/2021,1,2021,Desember,hari biasa,Thursday,cerah berawan,0.255833,0.483333,0.350754,1432,1796
12/31/2021,1,2021,Desember,hari biasa,Friday,berkabut,0.215833,0.5775,0.154846,2290,2729
